VOLT1        ,CURR1        ,RES1         ,TIME1        ,STAT1     ,SOUR1        ,VOLT2        ,CURR2        ,RES2         ,TIME2        ,STAT2     ,SOUR2        
+0.000000E+00,-9.300000E-11,+9.910000E+37,+3.685700E-02,      1728,+0.000000E+00,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.000000E-03,+4.830000E-10,+9.910000E+37,+4.019600E-02,      1728,+8.000000E-03,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.600000E-02,+5.450000E-10,+9.910000E+37,+4.339900E-02,      1728,+1.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.400000E-02,+0.000000E+00,+9.910000E+37,+4.667200E-02,      1728,+2.400000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.200000E-02,-5.050000E-10,+9.910000E+37,+4.984600E-02,      1728,+3.200000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.000000E-02,-6.970000E-10,+9.910000E+37,+5.303200E-02,      1728,+4.000000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.800000E-02,-2.390000E-10,+9.910000E+37,+5.622600E-02,      1728,+4.800000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.600000E-02,+4.020000E-10,+9.910000E+37,+5.941200E-02,      1728,+5.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+6.400000E-02,+5.790000E-10,+9.910000E+37,+6.259800E-02,      1728,+6.400000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+7.200000E-02,+2.150000E-10,+9.910000E+37,+6.578700E-02,      1728,+7.200000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.000000E-02,-4.430000E-10,+9.910000E+37,+6.896000E-02,      1728,+8.000000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.800000E-02,-7.210000E-10,+9.910000E+37,+7.214900E-02,      1728,+8.800000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+9.600000E-02,-3.330000E-10,+9.910000E+37,+7.533700E-02,      1728,+9.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.040000E-01,+2.480000E-10,+9.910000E+37,+7.861700E-02,      1728,+1.040000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.120000E-01,+6.370000E-10,+9.910000E+37,+8.181100E-02,      1728,+1.120000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.200000E-01,+3.190000E-10,+9.910000E+37,+8.498700E-02,      1728,+1.200000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.280000E-01,-3.040000E-10,+9.910000E+37,+8.816300E-02,      1728,+1.280000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.360000E-01,-6.520000E-10,+9.910000E+37,+9.135300E-02,      1728,+1.360000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.440000E-01,-5.070000E-10,+9.910000E+37,+9.454500E-02,      1728,+1.440000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.520000E-01,+4.810000E-10,+9.910000E+37,+1.001620E-01,      1728,+1.520000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.600000E-01,+5.280000E-10,+9.910000E+37,+1.033800E-01,      1728,+1.600000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.680000E-01,+3.800000E-11,+9.910000E+37,+1.065770E-01,      1728,+1.680000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.760000E-01,-5.580000E-10,+9.910000E+37,+1.097650E-01,      1728,+1.760000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.840000E-01,-6.540000E-10,+9.910000E+37,+1.129410E-01,      1728,+1.840000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.920000E-01,-2.330000E-10,+9.910000E+37,+1.161210E-01,      1728,+1.920000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.000000E-01,+4.240000E-10,+9.910000E+37,+1.196270E-01,      1728,+2.000000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.080000E-01,+6.220000E-10,+9.910000E+37,+1.228860E-01,      1728,+2.080000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.160000E-01,+8.300000E-11,+9.910000E+37,+1.260640E-01,      1728,+2.160000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.240000E-01,-4.560000E-10,+9.910000E+37,+1.292380E-01,      1728,+2.240000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.320000E-01,-6.920000E-10,+9.910000E+37,+1.324290E-01,      1728,+2.320000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.400000E-01,-3.400000E-10,+9.910000E+37,+1.356240E-01,      1728,+2.400000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.480000E-01,+3.190000E-10,+9.910000E+37,+1.388120E-01,      1728,+2.480000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.560000E-01,+6.390000E-10,+9.910000E+37,+1.419910E-01,      1728,+2.560000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.640000E-01,+2.930000E-10,+9.910000E+37,+1.451610E-01,      1728,+2.640000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.720000E-01,-3.000000E-10,+9.910000E+37,+1.483520E-01,      1728,+2.720000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.800000E-01,-6.990000E-10,+9.910000E+37,+1.515660E-01,      1728,+2.800000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.880000E-01,-4.400000E-10,+9.910000E+37,+1.547600E-01,      1728,+2.880000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.960000E-01,+1.810000E-10,+9.910000E+37,+1.579640E-01,      1728,+2.960000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.040000E-01,+5.580000E-10,+9.910000E+37,+1.611440E-01,      1728,+3.040000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.120000E-01,+4.220000E-10,+9.910000E+37,+1.643260E-01,      1728,+3.120000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.200000E-01,-2.010000E-10,+9.910000E+37,+1.675930E-01,      1728,+3.200000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.280000E-01,-6.440000E-10,+9.910000E+37,+1.707840E-01,      1728,+3.280000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.360000E-01,-5.540000E-10,+9.910000E+37,+1.739850E-01,      1728,+3.360000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.440000E-01,+4.800000E-11,+9.910000E+37,+1.773470E-01,      1728,+3.440000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.520000E-01,+5.720000E-10,+9.910000E+37,+1.805480E-01,      1728,+3.520000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.600000E-01,+5.120000E-10,+9.910000E+37,+1.837360E-01,      1728,+3.600000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.680000E-01,-6.000000E-11,+9.910000E+37,+1.869200E-01,      1728,+3.680000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.760000E-01,-5.910000E-10,+9.910000E+37,+1.901000E-01,      1728,+3.760000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.840000E-01,-6.430000E-10,+9.910000E+37,+1.932750E-01,      1728,+3.840000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.920000E-01,-1.400000E-10,+9.910000E+37,+1.964490E-01,      1728,+3.920000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.000000E-01,+4.380000E-10,+9.910000E+37,+1.996480E-01,      1728,+4.000000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.080000E-01,+5.880000E-10,+9.910000E+37,+2.028390E-01,      1728,+4.080000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.160000E-01,+1.380000E-10,+9.910000E+37,+2.060350E-01,      1728,+4.160000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.240000E-01,-4.560000E-10,+9.910000E+37,+2.092160E-01,      1728,+4.240000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.320000E-01,-7.090000E-10,+9.910000E+37,+2.123900E-01,      1728,+4.320000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.400000E-01,-3.100000E-10,+9.910000E+37,+2.155850E-01,      1728,+4.400000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.480000E-01,+3.030000E-10,+9.910000E+37,+2.187670E-01,      1728,+4.480000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.560000E-01,+6.460000E-10,+9.910000E+37,+2.219510E-01,      1728,+4.560000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.640000E-01,+2.950000E-10,+9.910000E+37,+2.251470E-01,      1728,+4.640000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.720000E-01,-2.890000E-10,+9.910000E+37,+2.283160E-01,      1728,+4.720000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.800000E-01,-7.110000E-10,+9.910000E+37,+2.314840E-01,      1728,+4.800000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.880000E-01,-4.700000E-10,+9.910000E+37,+2.346770E-01,      1728,+4.880000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.960000E-01,+1.300000E-10,+9.910000E+37,+2.378710E-01,      1728,+4.960000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.040000E-01,+5.920000E-10,+9.910000E+37,+2.410690E-01,      1728,+5.040000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.120000E-01,+4.380000E-10,+9.910000E+37,+2.442470E-01,      1728,+5.120000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.200000E-01,-1.790000E-10,+9.910000E+37,+2.474240E-01,      1728,+5.200000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.280000E-01,-6.350000E-10,+9.910000E+37,+2.506400E-01,      1728,+5.280000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.360000E-01,-5.720000E-10,+9.910000E+37,+2.538370E-01,      1728,+5.360000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.440000E-01,-1.300000E-11,+9.910000E+37,+2.570280E-01,      1728,+5.440000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
