VOLT1        ,CURR1        ,RES1         ,TIME1        ,STAT1     ,SOUR1        ,VOLT2        ,CURR2        ,RES2         ,TIME2        ,STAT2     ,SOUR2        
+0.000000E+00,-4.200000E-11,+9.910000E+37,+3.728700E-02,      1728,+0.000000E+00,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.000000E-03,+4.010000E-10,+9.910000E+37,+4.062700E-02,      1728,+8.000000E-03,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.600000E-02,+3.980000E-10,+9.910000E+37,+4.381200E-02,      1728,+1.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.400000E-02,-1.610000E-10,+9.910000E+37,+4.698900E-02,      1728,+2.400000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.200000E-02,-7.560000E-10,+9.910000E+37,+5.018900E-02,      1728,+3.200000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.000000E-02,-7.210000E-10,+9.910000E+37,+5.338400E-02,      1728,+4.000000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.800000E-02,-2.540000E-10,+9.910000E+37,+5.657900E-02,      1728,+4.800000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.600000E-02,+3.650000E-10,+9.910000E+37,+5.977300E-02,      1728,+5.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+6.400000E-02,+4.520000E-10,+9.910000E+37,+6.294800E-02,      1728,+6.400000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+7.200000E-02,-4.400000E-11,+9.910000E+37,+6.612600E-02,      1728,+7.200000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.000000E-02,-6.130000E-10,+9.910000E+37,+6.931700E-02,      1728,+8.000000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.800000E-02,-8.320000E-10,+9.910000E+37,+7.251200E-02,      1728,+8.800000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+9.600000E-02,-3.870000E-10,+9.910000E+37,+7.569900E-02,      1728,+9.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.040000E-01,+2.480000E-10,+9.910000E+37,+7.889500E-02,      1728,+1.040000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.120000E-01,+4.470000E-10,+9.910000E+37,+8.207600E-02,      1728,+1.120000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.200000E-01,+1.990000E-10,+9.910000E+37,+8.526700E-02,      1728,+1.200000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.280000E-01,-4.820000E-10,+9.910000E+37,+8.846100E-02,      1728,+1.280000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.360000E-01,-8.630000E-10,+9.910000E+37,+9.174600E-02,      1728,+1.360000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.440000E-01,-5.340000E-10,+9.910000E+37,+9.498600E-02,      1728,+1.440000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.520000E-01,+4.630000E-10,+9.910000E+37,+1.005090E-01,      1728,+1.520000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.600000E-01,+3.760000E-10,+9.910000E+37,+1.037000E-01,      1728,+1.600000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.680000E-01,-1.690000E-10,+9.910000E+37,+1.069020E-01,      1728,+1.680000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.760000E-01,-7.080000E-10,+9.910000E+37,+1.100870E-01,      1728,+1.760000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.840000E-01,-7.750000E-10,+9.910000E+37,+1.132610E-01,      1728,+1.840000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.920000E-01,-2.780000E-10,+9.910000E+37,+1.164580E-01,      1728,+1.920000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.000000E-01,+3.180000E-10,+9.910000E+37,+1.196550E-01,      1728,+2.000000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.080000E-01,+4.580000E-10,+9.910000E+37,+1.228450E-01,      1728,+2.080000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.160000E-01,+1.100000E-11,+9.910000E+37,+1.260260E-01,      1728,+2.160000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.240000E-01,-6.620000E-10,+9.910000E+37,+1.291990E-01,      1728,+2.240000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.320000E-01,-8.120000E-10,+9.910000E+37,+1.323870E-01,      1728,+2.320000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.400000E-01,-4.560000E-10,+9.910000E+37,+1.355810E-01,      1728,+2.400000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.480000E-01,+1.830000E-10,+9.910000E+37,+1.387720E-01,      1728,+2.480000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.560000E-01,+4.590000E-10,+9.910000E+37,+1.419710E-01,      1728,+2.560000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.640000E-01,+1.240000E-10,+9.910000E+37,+1.451470E-01,      1728,+2.640000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.720000E-01,-4.470000E-10,+9.910000E+37,+1.483170E-01,      1728,+2.720000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.800000E-01,-8.310000E-10,+9.910000E+37,+1.515050E-01,      1728,+2.800000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.880000E-01,-5.830000E-10,+9.910000E+37,+1.547000E-01,      1728,+2.880000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.960000E-01,+5.900000E-11,+9.910000E+37,+1.578900E-01,      1728,+2.960000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.040000E-01,+4.670000E-10,+9.910000E+37,+1.610780E-01,      1728,+3.040000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.120000E-01,+3.080000E-10,+9.910000E+37,+1.642580E-01,      1728,+3.120000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.200000E-01,-3.570000E-10,+9.910000E+37,+1.674470E-01,      1728,+3.200000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.280000E-01,-7.930000E-10,+9.910000E+37,+1.706340E-01,      1728,+3.280000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.360000E-01,-6.950000E-10,+9.910000E+37,+1.738290E-01,      1728,+3.360000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.440000E-01,-1.650000E-10,+9.910000E+37,+1.770340E-01,      1728,+3.440000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.520000E-01,+4.220000E-10,+9.910000E+37,+1.802070E-01,      1728,+3.520000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.600000E-01,+3.960000E-10,+9.910000E+37,+1.833760E-01,      1728,+3.600000E-01,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
