VOLT1        ,CURR1        ,RES1         ,TIME1        ,STAT1     ,SOUR1        ,VOLT2        ,CURR2        ,RES2         ,TIME2        ,STAT2     ,SOUR2        
+0.000000E+00,+5.930000E-10,+9.910000E+37,+2.999500E-02,      1728,+0.000000E+00,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.000000E-03,+2.900000E-10,+9.910000E+37,+3.343700E-02,      1728,+8.000000E-03,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.600000E-02,-5.530000E-10,+9.910000E+37,+3.664500E-02,      1728,+1.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.400000E-02,-6.970000E-10,+9.910000E+37,+3.983700E-02,      1728,+2.400000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.200000E-02,-4.320000E-10,+9.910000E+37,+4.300900E-02,      1728,+3.200000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.000000E-02,+4.500000E-11,+9.910000E+37,+4.619500E-02,      1728,+4.000000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.800000E-02,+4.450000E-10,+9.910000E+37,+4.939100E-02,      1728,+4.800000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.600000E-02,+2.250000E-10,+9.910000E+37,+5.258200E-02,      1728,+5.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+6.400000E-02,-1.290000E-10,+9.910000E+37,+5.577300E-02,      1728,+6.400000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+7.199000E-02,-5.920000E-10,+9.910000E+37,+5.894900E-02,      1728,+7.200000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.000000E-02,-4.600000E-10,+9.910000E+37,+6.212100E-02,      1728,+8.000000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
