VOLT1        ,CURR1        ,RES1         ,TIME1        ,STAT1     ,SOUR1        ,VOLT2        ,CURR2        ,RES2         ,TIME2        ,STAT2     ,SOUR2        
+0.000000E+00,-7.210000E-10,+9.910000E+37,+3.678900E-02,      1728,+0.000000E+00,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.000000E-03,-6.820000E-10,+9.910000E+37,+4.012900E-02,      1728,+8.000000E-03,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+1.600000E-02,-1.580000E-10,+9.910000E+37,+4.333500E-02,      1728,+1.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+2.400000E-02,+4.550000E-10,+9.910000E+37,+4.668300E-02,      1728,+2.400000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+3.200000E-02,+4.180000E-10,+9.910000E+37,+4.986700E-02,      1728,+3.200000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.000000E-02,-1.260000E-10,+9.910000E+37,+5.306300E-02,      1728,+4.000000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+4.800000E-02,-6.360000E-10,+9.910000E+37,+5.625700E-02,      1728,+4.800000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+5.600000E-02,-7.480000E-10,+9.910000E+37,+5.944600E-02,      1728,+5.600000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+6.400000E-02,-2.190000E-10,+9.910000E+37,+6.263300E-02,      1728,+6.400000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+7.200000E-02,+3.040000E-10,+9.910000E+37,+6.582100E-02,      1728,+7.200000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
+8.000000E-02,+4.820000E-10,+9.910000E+37,+6.901000E-02,      1728,+8.000000E-02,+9.910000E+37,+9.910000E+37,+9.910000E+37,+9.910000E+37,         0,+9.910000E+37
